time,s_1,s_2,s_3,v_1,v_2,v_3,a_1,a_2,a_3,theta_1,theta_2,theta_3,quaternion_1,quaternion_2,quaternion_3,quaternion_4,dcm_1,dcm_2,dcm_3,dcm_4,dcm_5,dcm_6,dcm_7,dcm_8,dcm_9,w_1,w_2,w_3,alpha_1,alpha_2,alpha_3,force_1,force_2,force_3,moments_1,moments_2,moments_3,control_signal_1,control_signal_2,control_signal_3,angular_momentum,rotational_kinetic_energy
0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,3.94664e-08,2.04496e-14,2.17014e-06,1.97332e-08,-1.11871e-14,1.08507e-06,1,1,-2.17014e-06,2.04496e-14,2.17014e-06,1,-3.94664e-08,6.5198e-14,3.94664e-08,1,1.18399e-05,-1.28875e-11,0.000651042,0.00197332,-3.10753e-09,0.108507,0,0,0,8.33333,0,83.3333,1,1,1,0.502494,0.000163056
0.06,0,0,0,0,0,0,0,0,0,9.27461e-07,8.21571e-12,5.09983e-05,4.6373e-07,-7.71687e-12,2.54991e-05,1,1,-5.09983e-05,8.21571e-12,5.09983e-05,1,-9.27461e-07,3.90832e-11,9.27461e-07,1,2.36798e-05,-7.64661e-10,0.00130208,0.000236798,-2.16582e-08,0.0130208,0,0,0,1,0,10,1,1,1,1.00499,0.000652226
0.11,0,0,0,0,0,0,0,0,0,2.40745e-06,6.13796e-11,0.000132378,1.20373e-06,-4.89839e-11,6.61892e-05,1,1,-0.000132378,6.13796e-11,0.000132378,1,-2.40745e-06,2.57315e-10,2.40745e-06,1,3.55198e-05,-2.80519e-09,0.00195312,0.000236798,-5.17292e-08,0.0130208,0,0,0,1,0,10,1,1,1,1.50748,0.00146751
0.16,0,0,0,0,0,0,0,0,0,4.47944e-06,2.23495e-10,0.000246311,2.23972e-06,-1.64086e-10,0.000123155,1,1,-0.000246311,2.23495e-10,0.000246311,1,-4.47944e-06,8.79838e-10,4.47944e-06,1,4.73597e-05,-6.77885e-09,0.00260417,0.000236798,-9.46877e-08,0.0130208,0,0,0,1,0,10,1,1,1,2.00998,0.0026089
0.21,0,0,0,0,0,0,0,0,0,7.14342e-06,5.84139e-10,0.000392795,3.57171e-06,-4.09406e-10,0.000196398,1,1,-0.000392795,5.84139e-10,0.000392795,1,-7.14342e-06,2.22176e-09,7.14342e-06,1,5.91996e-05,-1.333e-08,0.00325521,0.000236798,-1.50534e-07,0.0130208,0,0,0,1,0,10,1,1,1,2.51247,0.00407641
0.26,0,0,0,0,0,0,0,0,0,1.03994e-05,1.25848e-09,0.000571832,5.1997e-06,-8.57436e-10,0.000285916,1,1,-0.000571832,1.25848e-09,0.000571832,1,-1.03994e-05,4.68822e-09,1.03994e-05,1,7.10395e-05,-2.31031e-08,0.00390625,0.000236798,-2.19267e-07,0.0130208,0,0,0,1,0,10,1,1,1,3.01496,0.00587003
0.31,0,0,0,0,0,0,0,0,0,1.42474e-05,2.38728e-09,0.00078342,7.12369e-06,-1.59678e-09,0.00039171,1,1,-0.00078342,2.38728e-09,0.00078342,1,-1.42474e-05,8.7744e-09,1.42474e-05,1,8.28795e-05,-3.67424e-08,0.00455729,0.000236798,-3.00888e-07,0.0130208,0,0,0,1,0,10,1,1,1,3.51746,0.00798976
0.36,0,0,0,0,0,0,0,0,0,1.86873e-05,4.1369e-09,0.00102756,9.34367e-06,-2.73214e-09,0.00051378,1,0.999999,-0.00102756,4.1369e-09,0.00102756,0.999999,-1.86873e-05,1.50655e-08,1.86873e-05,1,9.47194e-05,-5.48924e-08,0.00520833,0.000236798,-3.95397e-07,0.0130208,0,0,0,1,0,10,1,1,1,4.01995,0.0104356
0.41,0,0,0,0,0,0,0,0,0,2.37193e-05,6.69929e-09,0.00130425,1.18597e-05,-4.38436e-09,0.000652127,1,0.999999,-0.00130425,6.69929e-09,0.00130425,0.999999,-2.37193e-05,2.42367e-08,2.37193e-05,1,0.000106559,-7.81973e-08,0.00585937,0.000236798,-5.02793e-07,0.0130208,0,0,0,1,0,10,1,1,1,4.52244,0.0132076
0.46,0,0,0,0,0,0,0,0,0,2.93433e-05,1.0292e-08,0.0016135,1.46716e-05,-6.69034e-09,0.000806749,1,0.999999,-0.0016135,1.0292e-08,0.0016135,0.999999,-2.93433e-05,3.70533e-08,2.93433e-05,1,0.000118399,-1.07302e-07,0.00651042,0.000236798,-6.23077e-07,0.0130208,0,0,0,1,0,10,1,1,1,5.02494,0.0163056
0.51,0,0,0,0,0,0,0,0,0,3.55592e-05,1.51581e-08,0.0019553,1.77796e-05,-9.80314e-09,0.000977647,1,0.999998,-0.00195529,1.51581e-08,0.00195529,0.999998,-3.55592e-05,5.43707e-08,3.55592e-05,1,0.000130239,-1.4285e-07,0.00716146,0.000236798,-7.56248e-07,0.0130208,0,0,0,1,0,10,1,1,1,5.52743,0.0197298
0.56,0,0,0,0,0,0,0,0,0,4.23672e-05,2.15664e-08,0.00232964,2.11836e-05,-1.38919e-08,0.00116482,0.999999,0.999997,-0.00232964,2.15664e-08,0.00232964,0.999997,-4.23672e-05,7.7134e-08,4.23671e-05,1,0.000142079,-1.85486e-07,0.0078125,0.000236797,-9.02307e-07,0.0130208,0,0,0,1,0,10,1,1,1,6.02993,0.0234801
0.61,0,0,0,0,0,0,0,0,0,4.97671e-05,2.98112e-08,0.00273655,2.48836e-05,-1.91419e-08,0.00136827,0.999999,0.999996,-0.00273654,2.98112e-08,0.00273654,0.999996,-4.97671e-05,1.06379e-07,4.9767e-05,1,0.000153919,-2.35855e-07,0.00846354,0.000236797,-1.06125e-06,0.0130208,0,0,0,1,0,10,1,1,1,6.53242,0.0275565
0.66,0,0,0,0,0,0,0,0,0,5.77591e-05,4.02125e-08,0.003176,2.88795e-05,-2.57545e-08,0.001588,0.999999,0.999995,-0.00317599,4.02125e-08,0.00317599,0.999995,-5.77591e-05,1.4323e-07,5.77589e-05,1,0.000165759,-2.94601e-07,0.00911458,0.000236796,-1.23309e-06,0.0130208,0,0,0,1,0,10,1,1,1,7.03491,0.0319591
0.71,0,0,0,0,0,0,0,0,0,6.6343e-05,5.31156e-08,0.003648,3.31715e-05,-3.39471e-08,0.001824,0.999998,0.999993,-0.003648,5.31156e-08,0.003648,0.999993,-6.6343e-05,1.88904e-07,6.63428e-05,1,0.000177598,-3.62367e-07,0.00976562,0.000236796,-1.41781e-06,0.0130208,0,0,0,1,0,10,1,1,1,7.53741,0.0366877
0.76,0,0,0,0,0,0,0,0,0,7.55189e-05,6.88917e-08,0.00415256,3.77595e-05,-4.39534e-08,0.00207628,0.999998,0.999991,-0.00415255,6.88917e-08,0.00415255,0.999991,-7.55189e-05,2.44705e-07,7.55186e-05,1,0.000189438,-4.398e-07,0.0104167,0.000236795,-1.61541e-06,0.0130208,0,0,0,1,0,10,1,1,1,8.0399,0.0417424
0.81,0,0,0,0,0,0,0,0,0,8.52868e-05,8.79376e-08,0.00468967,4.26434e-05,-5.6023e-08,0.00234483,0.999997,0.999989,-0.00468965,8.79376e-08,0.00468965,0.999989,-8.52868e-05,3.12029e-07,8.52863e-05,1,0.000201278,-5.27542e-07,0.0110677,0.000236794,-1.82591e-06,0.0130208,0,0,0,1,0,10,1,1,1,8.54239,0.0471233
0.86,0,0,0,0,0,0,0,0,0,9.56467e-05,1.10675e-07,0.00525933,4.78234e-05,-7.04218e-08,0.00262966,0.999997,0.999986,-0.00525931,1.10675e-07,0.00525931,0.999986,-9.56467e-05,3.92362e-07,9.5646e-05,1,0.000213118,-6.26239e-07,0.0117187,0.000236793,-2.04929e-06,0.0130208,0,0,0,1,0,10,1,1,1,9.04489,0.0528303
0.91,0,0,0,0,0,0,0,0,0,0.000106599,1.37553e-07,0.00586155,5.32993e-05,-8.74316e-08,0.00293077,0.999996,0.999983,-0.00586151,1.37553e-07,0.00586151,0.999983,-0.000106599,4.87278e-07,0.000106598,1,0.000224957,-7.36534e-07,0.0123698,0.000236791,-2.28556e-06,0.0130208,0,0,0,1,0,10,1,1,1,9.54738,0.0588634
0.96,0,0,0,0,0,0,0,0,0,0.000118143,1.69044e-07,0.00649631,5.90712e-05,-1.07351e-07,0.00324815,0.999995,0.999979,-0.00649626,1.69044e-07,0.00649626,0.999979,-0.000118143,5.98444e-07,0.000118141,1,0.000236797,-8.59073e-07,0.0130208,0.00023679,-2.53471e-06,0.0130208,0,0,0,1,0,10,1,1,1,10.0499,0.0652226
1.01,0,0,0,0,0,0,0,0,0,0.000130278,2.05648e-07,0.00716363,6.51391e-05,-1.30493e-07,0.00358181,0.999994,0.999974,-0.00716357,2.05648e-07,0.00716357,0.999974,-0.000130278,7.27615e-07,0.000130276,1,0.000248636,-9.94498e-07,0.0136719,0.000236788,-2.79675e-06,0.0130208,0,0,0,1,0,10,1,1,1,10.5524,0.0719079
1.06,0,0,0,0,0,0,0,0,0,0.000143006,2.47888e-07,0.0078635,7.1503e-05,-1.57188e-07,0.00393174,0.999992,0.999969,-0.00786342,2.47888e-07,0.00786342,0.999969,-0.000143006,8.76637e-07,0.000143004,1,0.000260475,-1.14346e-06,0.0143229,0.000236786,-3.07168e-06,0.0130208,0,0,0,1,0,10,1,1,1,11.0549,0.0789193
1.11,0,0,0,0,0,0,0,0,0,0.000156326,2.96316e-07,0.00859592,7.81629e-05,-1.87784e-07,0.00429795,0.999991,0.999963,-0.00859581,2.96316e-07,0.00859581,0.999963,-0.000156326,1.04744e-06,0.000156323,1,0.000272315,-1.30659e-06,0.014974,0.000236783,-3.35949e-06,0.0130208,0,0,0,1,0,10,1,1,1,11.5574,0.0862568
1.16,0,0,0,0,0,0,0,0,0,0.000170238,3.51507e-07,0.00936089,8.51188e-05,-2.22641e-07,0.00468043,0.999989,0.999956,-0.00936076,3.51507e-07,0.00936076,0.999956,-0.000170238,1.24206e-06,0.000170234,1,0.000284154,-1.48454e-06,0.015625,0.000236781,-3.66019e-06,0.0130208,0,0,0,1,0,10,1,1,1,12.0599,0.0939205
1.21,0,0,0,0,0,0,0,0,0,0.000184742,4.14063e-07,0.0101584,9.23706e-05,-2.6214e-07,0.00507919,0.999987,0.999948,-0.0101582,4.14063e-07,0.0101582,0.999948,-0.000184742,1.46261e-06,0.000184736,1,0.000295993,-1.67796e-06,0.016276,0.000236777,-3.97377e-06,0.0130208,0,0,0,1,0,10,1,1,1,12.5623,0.10191
1.26,0,0,0,0,0,0,0,0,0,0.000199837,4.8461e-07,0.0109885,9.99184e-05,-3.06674e-07,0.00549422,0.999985,0.99994,-0.0109883,4.8461e-07,0.0109883,0.99994,-0.000199837,1.71129e-06,0.00019983,1,0.000307831,-1.88748e-06,0.0169271,0.000236774,-4.30023e-06,0.0130208,0,0,0,1,0,10,1,1,1,13.0648,0.110226
1.31,0,0,0,0,0,0,0,0,0,0.000215525,5.63801e-07,0.0118511,0.000107762,-3.56654e-07,0.00592553,0.999982,0.99993,-0.0118509,5.63801e-07,0.0118509,0.99993,-0.000215525,1.99039e-06,0.000215516,1,0.00031967,-2.11376e-06,0.0175781,0.00023677,-4.63958e-06,0.0130208,0,0,0,1,0,10,1,1,1,13.5673,0.118868
1.36,0,0,0,0,0,0,0,0,0,0.000231804,6.52315e-07,0.0127463,0.000115902,-4.12507e-07,0.00637311,0.99998,0.999919,-0.012746,6.52315e-07,0.012746,0.999919,-0.000231804,2.30231e-06,0.000231794,1,0.000331508,-2.35744e-06,0.0182292,0.000236765,-4.99182e-06,0.0130208,0,0,0,1,0,10,1,1,1,14.0698,0.127836
1.41,0,0,0,0,0,0,0,0,0,0.000248676,7.50855e-07,0.013674,0.000124338,-4.74677e-07,0.00683697,0.999977,0.999907,-0.0136736,7.50855e-07,0.0136736,0.999906,-0.000248676,2.64952e-06,0.000248663,1,0.000343346,-2.61916e-06,0.0188802,0.00023676,-5.35693e-06,0.0130208,0,0,0,1,0,10,1,1,1,14.5723,0.13713
1.46,0,0,0,0,0,0,0,0,0,0.000266139,8.6015e-07,0.0146343,0.000133069,-5.43621e-07,0.0073171,0.999973,0.999893,-0.0146338,8.6015e-07,0.0146338,0.999893,-0.000266139,3.03458e-06,0.000266124,1,0.000355184,-2.89956e-06,0.0195312,0.000236754,-5.73492e-06,0.0130208,0,0,0,1,0,10,1,1,1,15.0748,0.146751
1.51,0,0,0,0,0,0,0,0,0,0.000284195,9.80956e-07,0.0156272,0.000142097,-6.19816e-07,0.00781351,0.999969,0.999878,-0.0156265,9.80956e-07,0.0156265,0.999878,-0.000284195,3.46014e-06,0.000284175,1,0.000367022,-3.19929e-06,0.0201823,0.000236748,-6.1258e-06,0.0130208,0,0,0,1,0,10,1,1,1,15.5773,0.156697
1.56,0,0,0,0,0,0,0,0,0,0.000302842,1.11405e-06,0.0166526,0.00015142,-7.03753e-07,0.00832618,0.999965,0.999861,-0.0166518,1.11405e-06,0.0166518,0.999861,-0.000302842,3.92897e-06,0.000302819,1,0.000378859,-3.51899e-06,0.0208333,0.000236741,-6.52956e-06,0.0130208,0,0,0,1,0,10,1,1,1,16.0798,0.16697
1.61,0,0,0,0,0,0,0,0,0,0.000322081,1.26025e-06,0.0177105,0.00016104,-7.95939e-07,0.00885514,0.999961,0.999843,-0.0177096,1.26025e-06,0.0177096,0.999843,-0.000322081,4.44388e-06,0.000322053,1,0.000390696,-3.85931e-06,0.0214844,0.000236734,-6.94619e-06,0.0130208,0,0,0,1,0,10,1,1,1,16.5823,0.177568
1.66,0,0,0,0,0,0,0,0,0,0.000341912,1.42037e-06,0.018801,0.000170955,-8.96897e-07,0.00940036,0.999956,0.999823,-0.0187999,1.42037e-06,0.0187999,0.999823,-0.000341912,5.0078e-06,0.000341879,1,0.000402532,-4.22089e-06,0.0221354,0.000236725,-7.3757e-06,0.0130208,0,0,0,1,0,10,1,1,1,17.0848,0.188493
1.71,0,0,0,0,0,0,0,0,0,0.000362335,1.59528e-06,0.019924,0.000181167,-1.00717e-06,0.00996186,0.99995,0.999802,-0.0199227,1.59528e-06,0.0199227,0.999801,-0.000362335,5.62375e-06,0.000362295,1,0.000414368,-4.60438e-06,0.0227865,0.000236716,-7.81808e-06,0.0130208,0,0,0,1,0,10,1,1,1,17.5873,0.199744
1.76,0,0,0,0,0,0,0,0,0,0.00038335,1.78585e-06,0.0210796,0.000191674,-1.12731e-06,0.0105396,0.999944,0.999778,-0.0210781,1.78585e-06,0.0210781,0.999778,-0.00038335,6.29483e-06,0.000383303,1,0.000426204,-5.01042e-06,0.0234375,0.000236707,-8.27334e-06,0.0130208,0,0,0,1,0,10,1,1,1,18.0898,0.211321
1.81,0,0,0,0,0,0,0,0,0,0.000404957,1.99301e-06,0.0222678,0.000202477,-1.25788e-06,0.0111337,0.999938,0.999752,-0.022266,1.99301e-06,0.022266,0.999752,-0.000404957,7.02423e-06,0.000404901,1,0.000438039,-5.43964e-06,0.0240885,0.000236696,-8.74148e-06,0.0130208,0,0,0,1,0,10,1,1,1,18.5923,0.223224
1.86,0,0,0,0,0,0,0,0,0,0.000427155,2.21768e-06,0.0234885,0.000213576,-1.39949e-06,0.011744,0.999931,0.999724,-0.0234863,2.21768e-06,0.0234863,0.999724,-0.000427155,7.81525e-06,0.000427089,1,0.000449873,-5.8927e-06,0.0247396,0.000236684,-9.22248e-06,0.0130208,0,0,0,1,0,10,1,1,1,19.0948,0.235453
1.91,0,0,0,0,0,0,0,0,0,0.000449946,2.46081e-06,0.0247418,0.000224971,-1.55273e-06,0.0123706,0.999923,0.999694,-0.0247392,2.46081e-06,0.0247392,0.999694,-0.000449945,8.67124e-06,0.000449869,1,0.000461707,-6.37025e-06,0.0253906,0.000236672,-9.71635e-06,0.0130208,0,0,0,1,0,10,1,1,1,19.5973,0.248009
1.96,0,0,0,0,0,0,0,0,0,0.000473328,2.72341e-06,0.0260276,0.000236661,-1.71822e-06,0.0130134,0.999915,0.999661,-0.0260246,2.72341e-06,0.0260246,0.999661,-0.000473328,9.59569e-06,0.000473238,1,0.00047354,-6.87291e-06,0.0260417,0.000236658,-1.02231e-05,0.0130208,0,0,0,1,0,10,1,1,1,20.0997,0.26089
2.01,0,0,0,0,0,0,0,0,0,0.000497301,3.00646e-06,0.0273459,0.000248648,-1.89659e-06,0.0136725,0.999906,0.999626,-0.0273425,3.00646e-06,0.0273425,0.999626,-0.000497301,1.05921e-05,0.000497198,1,0.000485372,-7.40134e-06,0.0266927,0.000236644,-1.07427e-05,0.0130208,0,0,0,1,0,10,1,1,1,20.6022,0.274098
2.06,0,0,0,0,0,0,0,0,0,0.000521867,3.31103e-06,0.0286968,0.00026093,-2.08851e-06,0.0143479,0.999897,0.999588,-0.0286929,3.31103e-06,0.0286929,0.999588,-0.000521867,1.16642e-05,0.000521747,1,0.000497204,-7.95618e-06,0.0273437,0.000236628,-1.12752e-05,0.0130208,0,0,0,1,0,10,1,1,1,21.1047,0.287631
2.11,0,0,0,0,0,0,0,0,0,0.000547024,3.63815e-06,0.0300803,0.000273508,-2.29463e-06,0.0150396,0.999887,0.999548,-0.0300758,3.63815e-06,0.0300758,0.999547,-0.000547024,1.28157e-05,0.000546886,1,0.000509035,-8.53807e-06,0.0279948,0.000236611,-1.18205e-05,0.0130208,0,0,0,1,0,10,1,1,1,21.6072,0.301491
2.16,0,0,0,0,0,0,0,0,0,0.000572773,3.98893e-06,0.0314963,0.000286382,-2.51565e-06,0.0157475,0.999876,0.999504,-0.0314911,3.98893e-06,0.0314911,0.999504,-0.000572773,1.40503e-05,0.000572614,1,0.000520865,-9.14766e-06,0.0286458,0.000236593,-1.23787e-05,0.0130208,0,0,0,1,0,10,1,1,1,22.1097,0.315677
2.21,0,0,0,0,0,0,0,0,0,0.000599113,4.36448e-06,0.0329449,0.000299552,-2.75226e-06,0.0164717,0.999864,0.999457,-0.0329389,4.36448e-06,0.0329389,0.999457,-0.000599113,1.5372e-05,0.000598932,1,0.000532694,-9.78558e-06,0.0292969,0.000236573,-1.29497e-05,0.0130208,0,0,0,1,0,10,1,1,1,22.6122,0.330189
2.26,0,0,0,0,0,0,0,0,0,0.000626046,4.76593e-06,0.034426,0.000313017,-3.00518e-06,0.0172121,0.999852,0.999407,-0.0344192,4.76593e-06,0.0344192,0.999407,-0.000626046,1.67849e-05,0.000625839,1,0.000544522,-1.04525e-05,0.0299479,0.000236553,-1.35336e-05,0.0130208,0,0,0,1,0,10,1,1,1,23.1147,0.345027
2.31,0,0,0,0,0,0,0,0,0,0.000653569,5.19444e-06,0.0359397,0.000326779,-3.27515e-06,0.0179689,0.999838,0.999354,-0.0359319,5.19444e-06,0.0359319,0.999354,-0.000653569,1.82929e-05,0.000653334,1,0.000556349,-1.1149e-05,0.030599,0.00023653,-1.41303e-05,0.0130208,0,0,0,1,0,10,1,1,1,23.6172,0.360192
2.36,0,0,0,0,0,0,0,0,0,0.000681685,5.65121e-06,0.0374859,0.000340835,-3.5629e-06,0.0187418,0.999824,0.999297,-0.0374771,5.65121e-06,0.0374771,0.999297,-0.000681685,1.99003e-05,0.000681417,1,0.000568174,-1.18758e-05,0.03125,0.000236507,-1.47399e-05,0.0130208,0,0,0,1,0,10,1,1,1,24.1197,0.375682
2.41,0,0,0,0,0,0,0,0,0,0.000710391,6.13746e-06,0.0390647,0.000355188,-3.86922e-06,0.0195311,0.999809,0.999237,-0.0390547,6.13746e-06,0.0390547,0.999237,-0.000710391,2.16114e-05,0.000710089,1,0.000579999,-1.26335e-05,0.031901,0.000236482,-1.53623e-05,0.0130208,0,0,0,1,0,10,1,1,1,24.6222,0.391498
2.46,0,0,0,0,0,0,0,0,0,0.00073969,6.65442e-06,0.040676,0.000369836,-4.19486e-06,0.0203366,0.999793,0.999173,-0.0406648,6.65442e-06,0.0406648,0.999173,-0.000739689,2.34304e-05,0.000739348,1,0.000591822,-1.34227e-05,0.0325521,0.000236455,-1.59976e-05,0.0130208,0,0,0,1,0,10,1,1,1,25.1247,0.407641
2.51,0,0,0,0,0,0,0,0,0,0.000769579,7.20335e-06,0.0423199,0.00038478,-4.54065e-06,0.0211584,0.999776,0.999105,-0.0423072,7.20335e-06,0.0423072,0.999104,-0.000769579,2.53619e-05,0.000769195,1,0.000603644,-1.42442e-05,0.0332031,0.000236427,-1.66457e-05,0.0130208,0,0,0,1,0,10,1,1,1,25.6272,0.42411
2.56,0,0,0,0,0,0,0,0,0,0.00080006,7.78556e-06,0.0439963,0.000400019,-4.90738e-06,0.0219964,0.999758,0.999032,-0.0439821,7.78556e-06,0.0439821,0.999032,-0.00080006,2.74103e-05,0.000799628,1,0.000615464,-1.50985e-05,0.0338542,0.000236396,-1.73066e-05,0.0130208,0,0,0,1,0,10,1,1,1,26.1297,0.440904
2.61,0,0,0,0,0,0,0,0,0,0.000831132,8.40235e-06,0.0457053,0.000415554,-5.29588e-06,0.0228507,0.999739,0.998956,-0.0456894,8.40235e-06,0.0456894,0.998955,-0.000831132,2.95803e-05,0.000830648,1,0.000627283,-1.59862e-05,0.0345052,0.000236364,-1.79803e-05,0.0130208,0,0,0,1,0,10,1,1,1,26.6322,0.458025
2.66,0,0,0,0,0,0,0,0,0,0.000862796,9.05508e-06,0.0474468,0.000431384,-5.70701e-06,0.0237212,0.999719,0.998875,-0.047429,9.05508e-06,0.047429,0.998874,-0.000862796,3.18767e-05,0.000862254,1,0.0006391,-1.6908e-05,0.0351562,0.000236331,-1.86669e-05,0.0130208,0,0,0,1,0,10,1,1,1,27.1346,0.475472
2.71,0,0,0,0,0,0,0,0,0,0.000895051,9.7451e-06,0.0492209,0.00044751,-6.14162e-06,0.024608,0.999697,0.998789,-0.049201,9.7451e-06,0.049201,0.998788,-0.000895051,3.43041e-05,0.000894446,1,0.000650915,-1.78647e-05,0.0358073,0.000236295,-1.93662e-05,0.0130208,0,0,0,1,0,10,1,1,1,27.6371,0.493246
2.76,0,0,0,0,0,0,0,0,0,0.000927896,1.04738e-05,0.0510276,0.000463931,-6.60058e-06,0.025511,0.999674,0.998698,-0.0510054,1.04738e-05,0.0510054,0.998698,-0.000927896,3.68676e-05,0.000927223,1,0.000662729,-1.88567e-05,0.0364583,0.000236257,-2.00784e-05,0.0130208,0,0,0,1,0,10,1,1,1,28.1396,0.511345
2.81,0,0,0,0,0,0,0,0,0,0.000961333,1.12426e-05,0.0528667,0.000480647,-7.08481e-06,0.0264303,0.999651,0.998603,-0.0528421,1.12426e-05,0.0528421,0.998602,-0.000961333,3.9572e-05,0.000960584,1,0.00067454,-1.98847e-05,0.0371094,0.000236217,-2.08034e-05,0.0130208,0,0,0,1,0,10,1,1,1,28.6421,0.52977
2.86,0,0,0,0,0,0,0,0,0,0.000995361,1.2053e-05,0.0547385,0.000497659,-7.59519e-06,0.0273658,0.999625,0.998502,-0.0547112,1.2053e-05,0.0547111,0.998502,-0.000995361,4.24224e-05,0.00099453,1,0.00068635,-2.09494e-05,0.0377604,0.000236175,-2.15411e-05,0.0130208,0,0,0,1,0,10,1,1,1,29.1446,0.548522
2.91,0,0,0,0,0,0,0,0,0,0.00102998,1.29064e-05,0.0566428,0.000514966,-8.13266e-06,0.0283176,0.999599,0.998396,-0.0566125,1.29064e-05,0.0566125,0.998396,-0.00102998,4.5424e-05,0.00102906,0.999999,0.000698157,-2.20514e-05,0.0384115,0.000236131,-2.22917e-05,0.0130208,0,0,0,1,0,10,1,1,1,29.6471,0.567599
2.96,0,0,0,0,0,0,0,0,0,0.00106519,1.38044e-05,0.0585796,0.000532569,-8.69816e-06,0.0292856,0.999571,0.998285,-0.0585461,1.38044e-05,0.0585461,0.998284,-0.00106519,4.85821e-05,0.00106417,0.999999,0.000709962,-2.31914e-05,0.0390625,0.000236085,-2.3055e-05,0.0130208,0,0,0,1,0,10,1,1,1,30.1496,0.587003
3.01,0,0,0,0,0,0,0,0,0,0.00110099,1.47483e-05,0.060549,0.000550466,-9.29264e-06,0.0302699,0.999542,0.998167,-0.060512,1.47483e-05,0.060512,0.998167,-0.00110099,5.19019e-05,0.00109986,0.999999,0.000721765,-2.437e-05,0.0397135,0.000236036,-2.38311e-05,0.0130208,0,0,0,1,0,10,1,1,1,30.6521,0.606733
3.06,0,0,0,0,0,0,0,0,0,0.00113738,1.57399e-05,0.062551,0.000568659,-9.91709e-06,0.0312704,0.999511,0.998044,-0.0625102,1.57399e-05,0.0625102,0.998044,-0.00113738,5.53888e-05,0.00113614,0.999999,0.000733565,-2.55878e-05,0.0403646,0.000235984,-2.46199e-05,0.0130208,0,0,0,1,0,10,1,1,1,31.1546,0.626789
3.11,0,0,0,0,0,0,0,0,0,0.00117436,1.67806e-05,0.0645855,0.000587146,-1.05725e-05,0.0322871,0.999478,0.997915,-0.0645406,1.67806e-05,0.0645406,0.997914,-0.00117436,5.90485e-05,0.001173,0.999999,0.000745362,-2.68455e-05,0.0410156,0.00023593,-2.54215e-05,0.0130208,0,0,0,1,0,10,1,1,1,31.6571,0.647171
3.16,0,0,0,0,0,0,0,0,0,0.00121194,1.78721e-05,0.0666525,0.000605929,-1.12598e-05,0.0333201,0.999445,0.99778,-0.0666032,1.78721e-05,0.0666032,0.997779,-0.00121194,6.28864e-05,0.00121043,0.999999,0.000757157,-2.81437e-05,0.0416667,0.000235874,-2.62359e-05,0.0130208,0,0,0,1,0,10,1,1,1,32.1596,0.667879
3.21,0,0,0,0,0,0,0,0,0,0.0012501,1.90159e-05,0.0687521,0.000625007,-1.19801e-05,0.0343693,0.999409,0.997638,-0.068698,1.90159e-05,0.068698,0.997637,-0.0012501,6.69082e-05,0.00124845,0.999999,0.000768949,-2.9483e-05,0.0423177,0.000235814,-2.7063e-05,0.0130208,0,0,0,1,0,10,1,1,1,32.6621,0.688913
3.26,0,0,0,0,0,0,0,0,0,0.00128885,2.02138e-05,0.0708843,0.000644379,-1.27345e-05,0.0354347,0.999372,0.997489,-0.070825,2.02138e-05,0.0708249,0.997488,-0.00128885,7.11198e-05,0.00128705,0.999999,0.000780737,-3.08641e-05,0.0429687,0.000235752,-2.79028e-05,0.0130208,0,0,0,1,0,10,1,1,1,33.1645,0.710273
3.31,0,0,0,0,0,0,0,0,0,0.00132819,2.14674e-05,0.073049,0.000664046,-1.35239e-05,0.0365164,0.999333,0.997333,-0.0729841,2.14674e-05,0.072984,0.997332,-0.00132819,7.55269e-05,0.00132622,0.999999,0.000792523,-3.22876e-05,0.0436198,0.000235687,-2.87554e-05,0.0130208,0,0,0,1,0,10,1,1,1,33.667,0.73196
3.36,0,0,0,0,0,0,0,0,0,0.00136813,2.27784e-05,0.0752463,0.000684008,-1.43494e-05,0.0376143,0.999292,0.99717,-0.0751753,2.27784e-05,0.0751753,0.997169,-0.00136813,8.01354e-05,0.00136597,0.999999,0.000804305,-3.37542e-05,0.0442708,0.000235619,-2.96206e-05,0.0130208,0,0,0,1,0,10,1,1,1,34.1695,0.753972
3.41,0,0,0,0,0,0,0,0,0,0.00140865,2.41485e-05,0.0774761,0.000704265,-1.52122e-05,0.0387284,0.99925,0.997,-0.0773986,2.41485e-05,0.0773986,0.996999,-0.00140865,8.49515e-05,0.00140629,0.999999,0.000816084,-3.52644e-05,0.0449219,0.000235548,-3.04985e-05,0.0130208,0,0,0,1,0,10,1,1,1,34.672,0.776311
3.46,0,0,0,0,0,0,0,0,0,0.00144976,2.55795e-05,0.0797385,0.000724816,-1.61132e-05,0.0398587,0.999205,0.996823,-0.079654,2.55795e-05,0.0796539,0.996822,-0.00144976,8.99813e-05,0.00144719,0.999999,0.000827859,-3.6819e-05,0.0455729,0.000235474,-3.13892e-05,0.0130208,0,0,0,1,0,10,1,1,1,35.1745,0.798976
