time,s_1,s_2,s_3,v_1,v_2,v_3,a_1,a_2,a_3,theta_1,theta_2,theta_3,quaternion_1,quaternion_2,quaternion_3,quaternion_4,dcm_1,dcm_2,dcm_3,dcm_4,dcm_5,dcm_6,dcm_7,dcm_8,dcm_9,w_1,w_2,w_3,alpha_1,alpha_2,alpha_3,force_1,force_2,force_3,moments_1,moments_2,moments_3,control_signal_1,control_signal_2,control_signal_3,angular_momentum,rotational_kinetic_energy
27.96,0,0,0,0,0,0,0,0,0,0.0355848,0.0505662,-1.17932,-0.000726599,-0.0308983,0.55544,-0.830982,0.381064,0.923166,0.0505446,-0.923076,0.382972,-0.0355318,-0.052159,-0.0331167,0.99809,-0.00288001,-9.16176e-05,0.364581,0.000208066,0.000878021,0.0130209,0,0,0,1,0,10,1,1,1,280.263,51.0586
28.01,0,0,0,0,0,0,0,0,0,0.0355255,0.0506972,-1.16107,-0.000947747,-0.0309288,0.547834,-0.836015,0.397843,0.916053,0.0506755,-0.915936,0.399754,-0.0354724,-0.0527523,-0.032303,0.998085,-0.00286919,-4.77726e-05,0.365232,0.000220775,0.000876317,0.0130209,0,0,0,1,0,10,1,1,1,280.76,51.2409
28.06,0,0,0,0,0,0,0,0,0,0.035466,0.0508274,-1.14279,-0.00117015,-0.0309575,0.540169,-0.840986,0.414519,0.908622,0.0508056,-0.908477,0.416433,-0.0354128,-0.0533339,-0.0314764,0.998081,-0.00285772,-4.01974e-06,0.365883,0.000233504,0.000874407,0.0130208,0,0,0,1,0,10,1,1,1,281.257,51.4235
28.11,0,0,0,0,0,0,0,0,0,0.0354063,0.050957,-1.12448,-0.0013938,-0.0309844,0.532445,-0.845896,0.431085,0.900873,0.0509349,-0.9007,0.433001,-0.035353,-0.0539034,-0.030637,0.998076,-0.00284562,3.96307e-05,0.366534,0.000246248,0.000872289,0.0130208,0,0,0,1,0,10,1,1,1,281.755,51.6065
28.16,0,0,0,0,0,0,0,0,0,0.0353466,0.0510858,-1.10614,-0.00161868,-0.0310094,0.524663,-0.850744,0.447535,0.892807,0.0510636,-0.892606,0.449453,-0.0352931,-0.0544607,-0.0297848,0.998072,-0.00283289,8.31684e-05,0.367185,0.000259005,0.000869963,0.0130208,0,0,0,1,0,10,1,1,1,282.252,51.7898
28.21,0,0,0,0,0,0,0,0,0,0.0352867,0.051214,-1.08776,-0.00184477,-0.0310325,0.516822,-0.855528,0.463864,0.884426,0.0511916,-0.884197,0.465783,-0.0352331,-0.0550053,-0.0289201,0.998067,-0.00281951,0.000126583,0.367836,0.000271772,0.000867427,0.0130208,0,0,0,1,0,10,1,1,1,282.75,51.9734
28.26,0,0,0,0,0,0,0,0,0,0.0352267,0.0513414,-1.06935,-0.00207207,-0.0310538,0.508924,-0.860249,0.480064,0.875731,0.0513188,-0.875474,0.481984,-0.035173,-0.0555369,-0.028043,0.998063,-0.0028055,0.000169863,0.368487,0.000284545,0.00086468,0.0130208,0,0,0,1,0,10,1,1,1,283.247,52.1573
28.31,0,0,0,0,0,0,0,0,0,0.0351666,0.0514681,-1.0509,-0.00230056,-0.031073,0.500969,-0.864904,0.49613,0.866723,0.0514454,-0.866437,0.49805,-0.0351128,-0.0560554,-0.0271537,0.998058,-0.00279084,0.000212999,0.369138,0.000297321,0.00086172,0.0130208,0,0,0,1,0,10,1,1,1,283.745,52.3416
28.36,0,0,0,0,0,0,0,0,0,0.0351064,0.0515942,-1.03243,-0.00253021,-0.0310904,0.492957,-0.869494,0.512054,0.857404,0.0515713,-0.857089,0.513974,-0.0350525,-0.0565604,-0.0262524,0.998054,-0.00277555,0.00025598,0.369789,0.000310096,0.000858548,0.0130208,0,0,0,1,0,10,1,1,1,284.242,52.5262
28.41,0,0,0,0,0,0,0,0,0,0.0350461,0.0517195,-1.01392,-0.00276103,-0.0311058,0.484889,-0.874018,0.527831,0.847775,0.0516965,-0.847431,0.529751,-0.0349921,-0.0570516,-0.0253393,0.99805,-0.00275962,0.000298796,0.37044,0.000322868,0.000855161,0.0130207,0,0,0,1,0,10,1,1,1,284.74,52.7111
28.46,0,0,0,0,0,0,0,0,0,0.0349857,0.0518442,-0.995378,-0.00299298,-0.0311192,0.476764,-0.878475,0.543454,0.837838,0.051821,-0.837465,0.545373,-0.0349316,-0.0575288,-0.0244145,0.998045,-0.00274305,0.000341434,0.371092,0.000335633,0.000851559,0.0130207,0,0,0,1,0,10,1,1,1,285.237,52.8963
28.51,0,0,0,0,0,0,0,0,0,0.0349253,0.0519682,-0.976805,-0.00322607,-0.0311306,0.468585,-0.882864,0.558918,0.827594,0.0519448,-0.827193,0.560835,-0.0348711,-0.0579916,-0.0234783,0.998041,-0.00272584,0.000383886,0.371743,0.000348387,0.00084774,0.0130207,0,0,0,1,0,10,1,1,1,285.735,53.0819
28.56,0,0,0,0,0,0,0,0,0,0.0348648,0.0520916,-0.958199,-0.00346026,-0.03114,0.460351,-0.887184,0.574215,0.817047,0.052068,-0.816616,0.57613,-0.0348105,-0.0584398,-0.0225309,0.998037,-0.002708,0.000426139,0.372394,0.000361126,0.000843705,0.0130207,0,0,0,1,0,10,1,1,1,286.232,53.2678
28.61,0,0,0,0,0,0,0,0,0,0.0348043,0.0522143,-0.93956,-0.00369555,-0.0311474,0.452062,-0.891435,0.589339,0.806198,0.0521906,-0.805738,0.591252,-0.0347499,-0.058873,-0.0215725,0.998032,-0.00268952,0.000468183,0.373045,0.000373848,0.000839452,0.0130207,0,0,0,1,0,10,1,1,1,286.73,53.454
28.66,0,0,0,0,0,0,0,0,0,0.0347437,0.0523363,-0.920889,-0.00393192,-0.0311528,0.44372,-0.895615,0.604284,0.79505,0.0523124,-0.79456,0.606194,-0.0346892,-0.0592911,-0.0206032,0.998028,-0.0026704,0.000510008,0.373696,0.000386549,0.000834981,0.0130207,0,0,0,1,0,10,1,1,1,287.227,53.6406
28.71,0,0,0,0,0,0,0,0,0,0.0346832,0.0524577,-0.902185,-0.00416935,-0.031156,0.435324,-0.899725,0.619044,0.783604,0.0524337,-0.783084,0.620951,-0.0346285,-0.0596938,-0.0196234,0.998024,-0.00265065,0.000551601,0.374347,0.000399225,0.00083029,0.0130207,0,0,0,1,0,10,1,1,1,287.725,53.8275
28.76,0,0,0,0,0,0,0,0,0,0.0346226,0.0525785,-0.883449,-0.00440782,-0.0311572,0.426876,-0.903763,0.633612,0.771864,0.0525543,-0.771314,0.635515,-0.0345678,-0.0600807,-0.0186333,0.99802,-0.00263027,0.000592953,0.374998,0.000411873,0.00082538,0.0130207,0,0,0,1,0,10,1,1,1,288.223,54.0147
28.81,0,0,0,0,0,0,0,0,0,0.0345619,0.0526986,-0.86468,-0.00464733,-0.0311563,0.418375,-0.907728,0.647983,0.759832,0.0526743,-0.759252,0.649881,-0.0345071,-0.0604516,-0.0176331,0.998015,-0.00260926,0.000634051,0.375649,0.000424488,0.000820249,0.0130206,0,0,0,1,0,10,1,1,1,288.72,54.2022
28.86,0,0,0,0,0,0,0,0,0,0.0345013,0.0528182,-0.845879,-0.00488784,-0.0311533,0.409823,-0.91162,0.662149,0.74751,0.0527936,-0.746901,0.664042,-0.0344464,-0.0608062,-0.016623,0.998011,-0.00258761,0.000674886,0.3763,0.000437067,0.000814898,0.0130206,0,0,0,1,0,10,1,1,1,289.218,54.3901
28.91,0,0,0,0,0,0,0,0,0,0.0344407,0.0529371,-0.827045,-0.00512934,-0.0311481,0.40122,-0.915438,0.676105,0.734903,0.0529124,-0.734264,0.677993,-0.0343857,-0.0611443,-0.0156033,0.998007,-0.00256534,0.000715446,0.376951,0.000449607,0.000809325,0.0130206,0,0,0,1,0,10,1,1,1,289.716,54.5782
28.96,0,0,0,0,0,0,0,0,0,0.0343801,0.0530554,-0.808179,-0.00537182,-0.0311408,0.392566,-0.919181,0.689844,0.722013,0.0530305,-0.721344,0.691726,-0.034325,-0.0614657,-0.0145743,0.998003,-0.00254244,0.00075572,0.377602,0.000462104,0.00080353,0.0130206,0,0,0,1,0,10,1,1,1,290.214,54.7668
29.01,0,0,0,0,0,0,0,0,0,0.0343196,0.0531731,-0.78928,-0.00561525,-0.0311313,0.383862,-0.922848,0.703361,0.708843,0.053148,-0.708143,0.705237,-0.0342643,-0.06177,-0.0135362,0.997999,-0.00251892,0.000795697,0.378253,0.000474553,0.000797514,0.0130206,0,0,0,1,0,10,1,1,1,290.711,54.9556
29.06,0,0,0,0,0,0,0,0,0,0.034259,0.0532902,-0.770348,-0.00585962,-0.0311197,0.375109,-0.92644,0.71665,0.695396,0.053265,-0.694667,0.718518,-0.0342037,-0.062057,-0.0124894,0.997994,-0.00249478,0.000835365,0.378904,0.000486951,0.000791275,0.0130206,0,0,0,1,0,10,1,1,1,291.209,55.1448
29.11,0,0,0,0,0,0,0,0,0,0.0341985,0.0534068,-0.751384,-0.0061049,-0.0311058,0.366307,-0.929954,0.729703,0.681677,0.0533814,-0.680918,0.731564,-0.0341431,-0.0623265,-0.011434,0.99799,-0.00247002,0.000874714,0.379555,0.000499295,0.000784814,0.0130206,0,0,0,1,0,10,1,1,1,291.707,55.3342
29.16,0,0,0,0,0,0,0,0,0,0.0341381,0.0535228,-0.732387,-0.00635109,-0.0310897,0.357457,-0.93339,0.742516,0.667689,0.0534972,-0.666899,0.744368,-0.0340826,-0.0625782,-0.0103704,0.997986,-0.00244465,0.000913733,0.380206,0.00051158,0.00077813,0.0130206,0,0,0,1,0,10,1,1,1,292.205,55.5241
29.21,0,0,0,0,0,0,0,0,0,0.0340777,0.0536382,-0.713358,-0.00659815,-0.0310714,0.34856,-0.936748,0.755081,0.653435,0.0536125,-0.652615,0.756925,-0.0340221,-0.0628118,-0.00929887,0.997982,-0.00241866,0.00095241,0.380857,0.000523802,0.000771224,0.0130206,0,0,0,1,0,10,1,1,1,292.703,55.7142
29.26,0,0,0,0,0,0,0,0,0,0.0340173,0.053753,-0.694296,-0.00684607,-0.0310508,0.339616,-0.940027,0.767394,0.638921,0.0537271,-0.63807,0.769229,-0.0339617,-0.0630273,-0.00821971,0.997978,-0.00239207,0.000990734,0.381508,0.000535958,0.000764096,0.0130206,0,0,0,1,0,10,1,1,1,293.201,55.9047
29.31,0,0,0,0,0,0,0,0,0,0.0339571,0.0538673,-0.675202,-0.00709483,-0.031028,0.330625,-0.943225,0.779449,0.624148,0.0538413,-0.623268,0.781273,-0.0339013,-0.0632242,-0.00713322,0.997974,-0.00236487,0.00102869,0.382159,0.000548044,0.000756745,0.0130205,0,0,0,1,0,10,1,1,1,293.699,56.0955
29.36,0,0,0,0,0,0,0,0,0,0.0338969,0.0539811,-0.656075,-0.0073444,-0.0310029,0.321589,-0.946343,0.791238,0.609123,0.0539549,-0.608212,0.793053,-0.033841,-0.0634024,-0.00603971,0.99797,-0.00233706,0.00106628,0.38281,0.000560055,0.000749172,0.0130205,0,0,0,1,0,10,1,1,1,294.197,56.2866
29.41,0,0,0,0,0,0,0,0,0,0.0338368,0.0540944,-0.636915,-0.00759478,-0.0309754,0.312508,-0.949379,0.802758,0.593849,0.054068,-0.592908,0.804562,-0.0337808,-0.0635617,-0.00493951,0.997966,-0.00230866,0.00110348,0.383461,0.000571988,0.000741376,0.0130205,0,0,0,1,0,10,1,1,1,294.695,56.4781
29.46,0,0,0,0,0,0,0,0,0,0.0337767,0.0542071,-0.617723,-0.00784593,-0.0309457,0.303383,-0.952334,0.814002,0.57833,0.0541806,-0.577359,0.815794,-0.0337207,-0.0637019,-0.00383294,0.997962,-0.00227967,0.00114028,0.384112,0.000583839,0.00073336,0.0130205,0,0,0,1,0,10,1,1,1,295.193,56.6698
29.51,0,0,0,0,0,0,0,0,0,0.0337168,0.0543194,-0.598499,-0.00809784,-0.0309136,0.294215,-0.955205,0.824964,0.562572,0.0542927,-0.561571,0.826744,-0.0336607,-0.0638227,-0.00272032,0.997958,-0.00225008,0.00117668,0.384763,0.000595603,0.000725121,0.0130205,0,0,0,1,0,10,1,1,1,295.691,56.8619
29.56,0,0,0,0,0,0,0,0,0,0.033657,0.0544311,-0.579242,-0.00835048,-0.0308792,0.285004,-0.957992,0.835638,0.546579,0.0544042,-0.545548,0.837406,-0.0336008,-0.0639239,-0.001602,0.997953,-0.00221991,0.00121265,0.385414,0.000607277,0.000716662,0.0130205,0,0,0,1,0,10,1,1,1,296.189,57.0544
29.61,0,0,0,0,0,0,0,0,0,0.0335972,0.0545424,-0.559952,-0.00860383,-0.0308424,0.275751,-0.960696,0.846021,0.530356,0.0545153,-0.529294,0.847775,-0.033541,-0.0640054,-0.000478318,0.997949,-0.00218916,0.0012482,0.386065,0.000618857,0.000707983,0.0130205,0,0,0,1,0,10,1,1,1,296.687,57.2471
29.66,0,0,0,0,0,0,0,0,0,0.0335376,0.0546531,-0.54063,-0.00885787,-0.0308032,0.266456,-0.963314,0.856104,0.513908,0.0546259,-0.512816,0.857845,-0.0334813,-0.0640669,0.000650376,0.997945,-0.00215784,0.0012833,0.386716,0.000630338,0.000699084,0.0130205,0,0,0,1,0,10,1,1,1,297.185,57.4402
29.71,0,0,0,0,0,0,0,0,0,0.0334781,0.0547634,-0.521275,-0.00911257,-0.0307617,0.257121,-0.965846,0.865885,0.49724,0.0547361,-0.496119,0.867611,-0.0334217,-0.0641082,0.00178373,0.997941,-0.00212594,0.00131795,0.387367,0.000641717,0.000689966,0.0130205,0,0,0,1,0,10,1,1,1,297.683,57.6336
29.76,0,0,0,0,0,0,0,0,0,0.0334187,0.0548733,-0.501888,-0.00936793,-0.0307177,0.247746,-0.968293,0.875356,0.480357,0.0548457,-0.479206,0.877068,-0.0333622,-0.0641292,0.00292137,0.997937,-0.00209348,0.00135214,0.388018,0.000652989,0.00068063,0.0130205,0,0,0,1,0,10,1,1,1,298.182,57.8274
29.81,0,0,0,0,0,0,0,0,0,0.0333594,0.0549827,-0.482468,-0.0096239,-0.0306713,0.238332,-0.970651,0.884514,0.463266,0.054955,-0.462085,0.88621,-0.0333029,-0.0641297,0.00406295,0.997933,-0.00206046,0.00138585,0.388669,0.000664151,0.000671076,0.0130205,0,0,0,1,0,10,1,1,1,298.68,58.0214
29.86,0,0,0,0,0,0,0,0,0,0.0333003,0.0550916,-0.463016,-0.00988047,-0.0306225,0.22888,-0.972923,0.893352,0.445971,0.0550638,-0.44476,0.895032,-0.0332436,-0.0641095,0.00520809,0.997929,-0.00202688,0.00141908,0.38932,0.000675197,0.000661306,0.0130205,0,0,0,1,0,10,1,1,1,299.178,58.2158
29.91,0,0,0,0,0,0,0,0,0,0.0332413,0.0552002,-0.443531,-0.0101376,-0.0305712,0.219391,-0.975105,0.901866,0.428478,0.0551721,-0.427238,0.90353,-0.0331846,-0.0640685,0.0063564,0.997925,-0.00199276,0.00145181,0.389971,0.000686125,0.00065132,0.0130205,0,0,0,1,0,10,1,1,1,299.676,58.4106
29.96,0,0,0,0,0,0,0,0,0,0.0331824,0.0553083,-0.424013,-0.0103953,-0.0305175,0.209864,-0.977199,0.910051,0.410793,0.0552801,-0.409524,0.911698,-0.0331256,-0.0640065,0.00750752,0.997921,-0.00195809,0.00148404,0.390622,0.00069693,0.00064112,0.0130205,0,0,0,1,0,10,1,1,1,300.175,58.6056
30.01,0,0,0,0,0,0,0,0,0,0.0331237,0.055416,-0.404463,-0.0106535,-0.0304612,0.200302,-0.979203,0.917902,0.392921,0.0553876,-0.391623,0.919531,-0.0330668,-0.0639233,0.00866104,0.997917,-0.00192289,0.00151575,0.391273,0.000707608,0.000630707,0.0130205,0,0,0,1,0,10,1,1,1,300.673,58.801
30.06,0,0,0,0,0,0,0,0,0,0.0330651,0.0555233,-0.384881,-0.0109123,-0.0304025,0.190705,-0.981116,0.925415,0.37487,0.0554948,-0.373543,0.927025,-0.0330082,-0.0638188,0.00981658,0.997913,-0.00188715,0.00154693,0.391924,0.000718154,0.000620082,0.0130205,0,0,0,1,0,10,1,1,1,301.171,58.9967
30.11,0,0,0,0,0,0,0,0,0,0.0330067,0.0556302,-0.365266,-0.0111715,-0.0303413,0.181073,-0.982938,0.932584,0.356645,0.0556015,-0.355289,0.934176,-0.0329497,-0.0636929,0.0109737,0.997909,-0.0018509,0.00157758,0.392575,0.000728566,0.000609246,0.0130205,0,0,0,1,0,10,1,1,1,301.67,59.1927
30.16,0,0,0,0,0,0,0,0,0,0.0329484,0.0557367,-0.345618,-0.0114311,-0.0302775,0.171408,-0.984668,0.939405,0.338252,0.0557079,-0.336868,0.940977,-0.0328913,-0.0635454,0.0121321,0.997905,-0.00181413,0.00160767,0.393226,0.000738837,0.0005982,0.0130205,0,0,0,1,0,10,1,1,1,302.168,59.3891
30.21,0,0,0,0,0,0,0,0,0,0.0328903,0.0558429,-0.325938,-0.0116912,-0.0302112,0.16171,-0.986306,0.945874,0.319698,0.0558139,-0.318285,0.947426,-0.0328331,-0.0633762,0.0132913,0.997901,-0.00177685,0.00163721,0.393877,0.000748965,0.000586947,0.0130205,0,0,0,1,0,10,1,1,1,302.667,59.5858
30.26,0,0,0,0,0,0,0,0,0,0.0328324,0.0559487,-0.306225,-0.0119517,-0.0301424,0.151981,-0.987851,0.951986,0.30099,0.0559195,-0.299549,0.953518,-0.0327751,-0.0631852,0.0144508,0.997897,-0.00173907,0.00166617,0.394529,0.000758946,0.000575488,0.0130205,0,0,0,1,0,10,1,1,1,303.165,59.7828
30.31,0,0,0,0,0,0,0,0,0,0.0327746,0.0560542,-0.28648,-0.0122125,-0.030071,0.142221,-0.989303,0.957738,0.282133,0.0560248,-0.280664,0.959248,-0.0327172,-0.0629723,0.0156104,0.997893,-0.00170079,0.00169456,0.39518,0.000768775,0.000563824,0.0130205,0,0,0,1,0,10,1,1,1,303.664,59.9801
30.36,0,0,0,0,0,0,0,0,0,0.0327169,0.0561593,-0.266702,-0.0124737,-0.029997,0.132431,-0.99066,0.963125,0.263136,0.0561298,-0.261639,0.964613,-0.0326595,-0.0627374,0.0167694,0.997889,-0.00166203,0.00172236,0.395831,0.000778447,0.000551957,0.0130205,0,0,0,1,0,10,1,1,1,304.162,60.1778
30.41,0,0,0,0,0,0,0,0,0,0.0326594,0.0562641,-0.246892,-0.0127353,-0.0299204,0.122612,-0.991922,0.968142,0.244004,0.0562344,-0.24248,0.969608,-0.032602,-0.0624804,0.0179276,0.997885,-0.00162279,0.00174955,0.396482,0.00078796,0.000539889,0.0130205,0,0,0,1,0,10,1,1,1,304.661,60.3758
30.46,0,0,0,0,0,0,0,0,0,0.0326021,0.0563686,-0.227049,-0.0129971,-0.0298412,0.112764,-0.993089,0.972787,0.224745,0.0563388,-0.223194,0.974231,-0.0325446,-0.0622012,0.0190845,0.997881,-0.00158308,0.00177614,0.397133,0.000797308,0.000527622,0.0130205,0,0,0,1,0,10,1,1,1,305.159,60.5741
30.51,0,0,0,0,0,0,0,0,0,0.032545,0.0564728,-0.207173,-0.0132592,-0.0297594,0.10289,-0.994159,0.977056,0.205366,0.0564428,-0.203788,0.978476,-0.0324874,-0.0618997,0.0202396,0.997877,-0.00154291,0.0018021,0.397784,0.000806488,0.000515158,0.0130205,0,0,0,1,0,10,1,1,1,305.658,60.7728
30.56,0,0,0,0,0,0,0,0,0,0.032488,0.0565767,-0.187265,-0.0135215,-0.029675,0.0929886,-0.995133,0.980945,0.185875,0.0565465,-0.18427,0.982341,-0.0324304,-0.0615759,0.0213926,0.997873,-0.00150228,0.00182744,0.398435,0.000815496,0.000502499,0.0130205,0,0,0,1,0,10,1,1,1,306.157,60.9717
30.61,0,0,0,0,0,0,0,0,0,0.0324313,0.0566803,-0.167325,-0.0137841,-0.029588,0.0830623,-0.99601,0.98445,0.166277,0.05665,-0.164646,0.985821,-0.0323735,-0.0612297,0.0225429,0.997869,-0.00146121,0.00185214,0.399086,0.000824328,0.000489647,0.0130205,0,0,0,1,0,10,1,1,1,306.655,61.171
30.66,0,0,0,0,0,0,0,0,0,0.0323746,0.0567836,-0.147351,-0.0140469,-0.0294983,0.0731115,-0.996788,0.987569,0.146582,0.0567531,-0.144925,0.988915,-0.0323168,-0.0608611,0.0236902,0.997865,-0.00141971,0.00187619,0.399737,0.000832979,0.000476604,0.0130205,0,0,0,1,0,10,1,1,1,307.154,61.3707
30.71,0,0,0,0,0,0,0,0,0,0.0323182,0.0568867,-0.127346,-0.0143098,-0.0294059,0.0631372,-0.997469,0.990298,0.126796,0.056856,-0.125113,0.991618,-0.0322603,-0.06047,0.0248339,0.997861,-0.00137777,0.00189958,0.400388,0.000841446,0.000463373,0.0130205,0,0,0,1,0,10,1,1,1,307.653,61.5706
30.76,0,0,0,0,0,0,0,0,0,0.0322619,0.0569896,-0.107308,-0.0145728,-0.0293109,0.0531404,-0.99805,0.992634,0.106928,0.0569587,-0.105219,0.993927,-0.032204,-0.0600563,0.0259736,0.997857,-0.00133543,0.0019223,0.401039,0.000849724,0.000449956,0.0130205,0,0,0,1,0,10,1,1,1,308.152,61.7709
30.81,0,0,0,0,0,0,0,0,0,0.0322058,0.0570921,-0.0872369,-0.0148359,-0.0292132,0.043122,-0.998532,0.994574,0.0869843,0.0570611,-0.0852507,0.995841,-0.0321478,-0.0596202,0.0271089,0.997853,-0.00129267,0.00194434,0.40169,0.00085781,0.000436356,0.0130205,0,0,0,1,0,10,1,1,1,308.651,61.9715
30.86,0,0,0,0,0,0,0,0,0,0.0321499,0.0571945,-0.0671336,-0.0150992,-0.0291128,0.0330831,-0.998914,0.996116,0.0669735,0.0571633,-0.0652152,0.997355,-0.0320918,-0.0591614,0.0282393,0.997849,-0.00124952,0.0019657,0.402341,0.000865699,0.000422575,0.0130205,0,0,0,1,0,10,1,1,1,309.15,62.1725
30.91,0,0,0,0,0,0,0,0,0,0.0320942,0.0572966,-0.0469978,-0.0153624,-0.0290097,0.0230245,-0.999196,0.997257,0.0469034,0.0572653,-0.0451207,0.998468,-0.032036,-0.0586801,0.0293643,0.997845,-0.00120597,0.00198637,0.402992,0.000873388,0.000408615,0.0130206,0,0,0,1,0,10,1,1,1,309.648,62.3738
30.96,0,0,0,0,0,0,0,0,0,0.0320386,0.0573986,-0.0268294,-0.0156257,-0.0289039,0.0129474,-0.999376,0.997994,0.026782,0.0573671,-0.0249754,0.999176,-0.0319804,-0.0581763,0.0304834,0.997841,-0.00116205,0.00200633,0.403643,0.000880873,0.000394481,0.0130206,0,0,0,1,0,10,1,1,1,310.147,62.5754
31.01,0,0,0,0,0,0,0,0,0,0.0319832,0.0575003,-0.00662848,-0.015889,-0.0287953,0.00285276,-0.999455,0.998325,0.00661747,0.0574686,-0.00478736,0.999479,-0.0319249,-0.0576499,0.0315963,0.997837,-0.00111777,0.00202557,0.404294,0.000888149,0.000380174,0.0130206,0,0,0,1,0,10,1,1,1,310.646,62.7773
31.06,0,0,0,0,0,0,0,0,0,0.031928,0.0576019,0.013605,-0.0161522,-0.0286841,-0.00725844,-0.999432,0.998249,-0.013582,0.05757,0.0154352,0.999373,-0.0318696,-0.057101,0.0327024,0.997833,-0.00107312,0.0020441,0.404945,0.000895214,0.000365698,0.0130206,0,0,0,1,0,10,1,1,1,311.145,62.9795
31.11,0,0,0,0,0,0,0,0,0,0.031873,0.0577032,0.033871,-0.0164153,-0.0285701,-0.0173851,-0.999306,0.997763,-0.0338081,0.0576712,0.0356841,0.998857,-0.0318145,-0.0565297,0.0338013,0.997829,-0.00102813,0.0020619,0.405596,0.000902063,0.000351055,0.0130206,0,0,0,1,0,10,1,1,1,311.644,63.1821
31.16,0,0,0,0,0,0,0,0,0,0.0318181,0.0578044,0.0541695,-0.0166784,-0.0284533,-0.0275263,-0.999077,0.996865,-0.0540526,0.0577722,0.0559508,0.997928,-0.0317596,-0.0559359,0.0348924,0.997824,-0.000982809,0.00207896,0.406247,0.000908692,0.000336249,0.0130206,0,0,0,1,0,10,1,1,1,312.144,63.385
31.21,0,0,0,0,0,0,0,0,0,0.0317634,0.0579055,0.0745006,-0.0169413,-0.0283338,-0.0376808,-0.998744,0.995555,-0.074307,0.0578731,0.076227,0.996586,-0.0317048,-0.0553197,0.0359754,0.99782,-0.00093716,0.00209527,0.406898,0.000915097,0.000321283,0.0130206,0,0,0,1,0,10,1,1,1,312.643,63.5883
31.26,0,0,0,0,0,0,0,0,0,0.0317089,0.0580064,0.0948642,-0.0172041,-0.0282115,-0.0478477,-0.998308,0.993829,-0.0945627,0.0579739,0.0965041,0.994829,-0.0316502,-0.0546812,0.0370496,0.997816,-0.000891198,0.00211083,0.407549,0.000921276,0.00030616,0.0130206,0,0,0,1,0,10,1,1,1,313.142,63.7918
31.31,0,0,0,0,0,0,0,0,0,0.0316545,0.0581072,0.11526,-0.0174666,-0.0280864,-0.0580258,-0.997767,0.991688,-0.114811,0.0580745,0.116774,0.992656,-0.0315958,-0.0540204,0.0381147,0.997812,-0.000844935,0.00212563,0.4082,0.000927223,0.000290884,0.0130206,0,0,0,1,0,10,1,1,1,313.641,63.9957
31.36,0,0,0,0,0,0,0,0,0,0.0316003,0.0582078,0.135689,-0.017729,-0.0279586,-0.0682141,-0.997121,0.98913,-0.135044,0.0581749,0.137027,0.990065,-0.0315415,-0.0533375,0.0391702,0.997808,-0.000798383,0.00213966,0.408851,0.000932936,0.000275457,0.0130206,0,0,0,1,0,10,1,1,1,314.14,64.2
31.41,0,0,0,0,0,0,0,0,0,0.0315463,0.0583084,0.15615,-0.0179911,-0.027828,-0.0784114,-0.99637,0.986155,-0.155252,0.0582753,0.157255,0.987056,-0.0314874,-0.0526325,0.0402156,0.997804,-0.000751553,0.00215292,0.409502,0.000938411,0.000259885,0.0130206,0,0,0,1,0,10,1,1,1,314.64,64.4045
31.46,0,0,0,0,0,0,0,0,0,0.0314924,0.0584088,0.176644,-0.0182528,-0.0276945,-0.0886168,-0.995513,0.98276,-0.175427,0.0583756,0.177449,0.983628,-0.0314335,-0.0519055,0.0412503,0.9978,-0.000704457,0.00216539,0.410153,0.000943644,0.00024417,0.0130207,0,0,0,1,0,10,1,1,1,315.139,64.6094
31.51,0,0,0,0,0,0,0,0,0,0.0314387,0.0585091,0.197171,-0.0185143,-0.0275583,-0.0988289,-0.99455,0.978947,-0.19556,0.0584758,0.197601,0.97978,-0.0313797,-0.0511568,0.042274,0.997796,-0.000657108,0.00217707,0.410804,0.000948632,0.000228315,0.0130207,0,0,0,1,0,10,1,1,1,315.638,64.8146
31.56,0,0,0,0,0,0,0,0,0,0.0313851,0.0586094,0.217729,-0.0187754,-0.0274193,-0.109047,-0.993481,0.974714,-0.215642,0.0585758,0.217702,0.975513,-0.0313261,-0.0503862,0.043286,0.997791,-0.000609517,0.00218795,0.411455,0.000953372,0.000212326,0.0130207,0,0,0,1,0,10,1,1,1,316.137,65.0201
31.61,0,0,0,0,0,0,0,0,0,0.0313317,0.0587096,0.238321,-0.0190362,-0.0272774,-0.119269,-0.992305,0.970062,-0.235665,0.0586759,0.237742,0.970825,-0.0312726,-0.0495941,0.0442861,0.997787,-0.000561698,0.00219803,0.412106,0.000957859,0.000196205,0.0130207,0,0,0,1,0,10,1,1,1,316.637,65.226
31.66,0,0,0,0,0,0,0,0,0,0.0312785,0.0588097,0.258945,-0.0192965,-0.0271327,-0.129495,-0.991021,0.96499,-0.255618,0.0587758,0.257712,0.965717,-0.0312193,-0.0487806,0.0452736,0.997783,-0.000513663,0.0022073,0.412757,0.000962091,0.000179958,0.0130207,0,0,0,1,0,10,1,1,1,317.136,65.4322
31.71,0,0,0,0,0,0,0,0,0,0.0312254,0.0589098,0.279601,-0.0195564,-0.0269852,-0.139724,-0.98963,0.959498,-0.275494,0.0588757,0.277605,0.96019,-0.0311662,-0.0479458,0.046248,0.997779,-0.000465425,0.00221575,0.413408,0.000966064,0.000163587,0.0130207,0,0,0,1,0,10,1,1,1,317.636,65.6387
